tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
2010-01-22,-1.8240723704053186,-0.7545068601095546,-1.876757837950339,1.367191318880129,-1.6934011345479598,-0.6642139654539545,-1.2618841059284809,0.6643491177041696,-0.4252116742375158
2010-01-23,-1.8240723704053186,-1.7864161101220117,-1.9586915049956624,0.06046215117250368,-1.5358945052629271,-0.4746463117549891,-1.781494056612077,0.6643491177041696,-2.176083274039051
2010-01-24,-1.8240723704053186,-0.4320352194806618,-1.7128905038596922,1.4543065967273041,-1.2733834564545394,-0.4746463117549891,-1.0995059963398572,0.6643491177041696,-0.4252116742375158
2010-01-25,-1.8240723704053186,-0.23855223510332613,-1.876757837950339,0.7573843739499039,-1.5883967150246048,-0.2850786580560237,-1.002079130586683,0.6643491177041696,-0.4252116742375158
2010-01-26,-1.8240723704053186,-1.2704614851157832,-1.7948241709050157,1.105845485338604,-1.562145610143766,1.421030225234665,-1.521689081270279,0.6643491177041696,-2.176083274039051
2010-01-27,-1.8240723704053186,-0.5610238757322189,-1.5490231697690453,0.7573843739499039,-1.0108724076461515,-0.0955110043570583,-1.1644572401753066,0.6643491177041696,-0.4252116742375158
2010-01-28,-1.8240723704053186,0.5998740305317952,-1.5490231697690453,2.238344097351879,-1.5358945052629271,0.09405664934190712,-0.5798960456562613,0.6643491177041696,-0.4252116742375158
2010-01-29,-1.8240723704053186,-0.7545068601095546,-1.5490231697690453,-0.46222951591054645,-1.562145610143766,-1.0433492728518854,-1.2618841059284809,0.6643491177041696,-0.4252116742375158
2010-01-30,-1.8240723704053186,-1.012484172612669,-1.5490231697690453,0.23469270686685373,-1.562145610143766,-0.85378161915292,-1.39178659359938,0.6643491177041696,-2.176083274039051
2010-01-31,-1.8240723704053186,-1.9798990944993473,-1.7948241709050157,-0.37511423806337146,-1.3783878759778945,-1.2329169265508508,-1.8789209223652512,0.6643491177041696,-2.176083274039051
2010-02-01,-1.8240723704053186,-1.3994501413673404,-1.6309568368143688,0.06046215117250368,-1.6146478199054435,-0.6642139654539545,-1.5866403251057284,0.6643491177041696,-2.176083274039051
2010-02-02,-1.8240723704053186,-0.8190011882353332,-1.876757837950339,0.06046215117250368,-1.4571411906204108,-0.85378161915292,-1.2943597278462058,0.6643491177041696,-2.176083274039051
2010-02-03,-1.8240723704053186,-0.8834955163611118,-1.6309568368143688,0.32180798471402877,-0.5646036246718923,1.2314625715356995,-1.0670303744221326,-0.6545792777379317,-0.4252116742375158
2010-02-04,-1.8240723704053186,-0.23855223510332613,-1.467089502723722,0.7573843739499039,-0.09208373681679415,1.8001655326325958,-0.482469179903087,-0.6545792777379317,-0.4252116742375158
2010-02-05,-1.8240723704053186,0.019425077399788142,-1.6309568368143688,0.8444996517970789,-0.9846213027653128,1.2314625715356995,-0.872176642915784,0.6643491177041696,-0.4252116742375158
2010-02-06,-1.8240723704053186,0.14841373365134528,-1.5490231697690453,2.5868052087405795,-1.430890085739572,-0.2850786580560237,-0.8072253990803345,0.6643491177041696,-0.4252116742375158
2010-02-07,-1.8240723704053186,-0.17405790697754756,-1.3851558356783986,1.367191318880129,-0.8271146734802801,0.09405664934190712,-0.9696035086689583,0.6643491177041696,-0.4252116742375158
2010-02-08,-1.8240723704053186,-1.0769785007384474,-1.7948241709050157,0.1475774290196787,-0.958370197884474,0.09405664934190712,-1.4242622155171047,0.6643491177041696,-2.176083274039051
2010-02-09,-1.8240723704053186,-0.6900125319837761,-1.6309568368143688,0.06046215117250368,-1.1683790369311842,-0.0955110043570583,-1.2294084840107562,0.6643491177041696,-0.4252116742375158
2010-02-10,-1.8240723704053186,-0.8190011882353332,-1.5490231697690453,0.1475774290196787,-1.0371235125269904,-0.4746463117549891,-1.2943597278462058,0.6643491177041696,-2.176083274039051
2010-02-11,-1.8240723704053186,-1.012484172612669,-1.7948241709050157,-0.2008836823690214,-1.3783878759778945,-0.4746463117549891,-1.39178659359938,0.6643491177041696,-2.176083274039051
2010-02-12,-1.8240723704053186,-0.4320352194806618,-1.7128905038596922,0.32180798471402877,-0.8796168832419576,0.6627596104388034,-1.0995059963398572,0.6643491177041696,-0.4252116742375158
2010-02-13,-1.8240723704053186,-0.49652954760644036,-1.7128905038596922,0.8444996517970789,-1.6934011345479598,-0.4746463117549891,-1.131981618257582,0.6643491177041696,-0.4252116742375158
2010-02-14,-1.8240723704053186,-0.49652954760644036,-1.7128905038596922,2.7610357644349293,-1.6408989247862824,-0.6642139654539545,-0.9371278867512335,-1.973507673180033,-0.4252116742375158
2010-02-15,-1.8240723704053186,-1.4639444694931187,-1.876757837950339,0.06046215117250368,-0.40709699538685956,1.041894917836734,-0.872176642915784,-0.6545792777379317,-0.4252116742375158
2010-02-16,-1.8240723704053186,-0.4320352194806618,-1.876757837950339,1.192960763185779,-1.4046389808587334,0.6627596104388034,-1.0995059963398572,0.6643491177041696,-0.4252116742375158
2010-02-17,-1.8240723704053186,-0.6900125319837761,-1.876757837950339,0.40892326256120376,-1.2733834564545394,0.09405664934190712,-1.2294084840107562,0.6643491177041696,-0.4252116742375158
2010-02-18,-1.8240723704053186,-1.3994501413673404,-1.7948241709050157,-0.2879989602161964,-1.6934011345479598,-1.2329169265508508,-1.5866403251057284,0.6643491177041696,-2.176083274039051
2010-02-19,-1.8240723704053186,-1.6574274538704545,-1.876757837950339,1.192960763185779,-1.6146478199054435,0.09405664934190712,-1.521689081270279,-1.973507673180033,-2.176083274039051
2010-02-21,-1.8240723704053186,-0.10956357885176898,-1.876757837950339,2.0641135416575294,-1.1158768271695068,-0.2850786580560237,-0.9371278867512335,0.6643491177041696,-0.4252116742375158
2010-02-22,-1.8240723704053186,-1.8509104382477901,-1.876757837950339,0.1475774290196787,-1.4571411906204108,-0.0955110043570583,-1.8139696785298016,0.6643491177041696,-2.176083274039051
2010-02-23,-1.8240723704053186,-0.36754089135488327,-1.6309568368143688,0.4960385404083788,-0.958370197884474,0.28362430304087255,-1.0670303744221326,0.6643491177041696,-0.4252116742375158
2010-02-24,-1.8240723704053186,-0.23855223510332613,-1.876757837950339,1.2800760410329541,0.38043615103830397,1.421030225234665,0.10209201461595847,-0.6545792777379317,-0.4252116742375158
2010-02-25,-1.8240723704053186,0.14841373365134528,-1.7128905038596922,2.238344097351879,-1.3783878759778945,1.8001655326325958,-0.8072253990803345,0.6643491177041696,-0.4252116742375158
2010-02-27,-1.8240723704053186,0.2774023899029024,-1.5490231697690453,1.5414218745744792,-0.8271146734802801,0.47319195673983794,-0.7422741552448849,0.6643491177041696,-0.4252116742375158
2010-02-28,-1.8240723704053186,0.14841373365134528,-1.7128905038596922,0.7573843739499039,0.039171787587399774,1.2314625715356995,-0.32009107031446327,-0.6545792777379317,-0.4252116742375158
2010-03-01,-1.8240723704053186,-0.17405790697754756,-1.7948241709050157,0.8444996517970789,-0.9058679881227965,0.47319195673983794,-0.9696035086689583,0.6643491177041696,-0.4252116742375158
2010-03-02,-1.8240723704053186,0.7288626867833523,-1.5490231697690453,2.3254593751990544,-0.27584147098266565,1.9897331863315613,-0.5149448018208117,0.6643491177041696,-0.4252116742375158
2010-03-03,-1.8240723704053186,-0.5610238757322189,-1.2212885015877517,0.4960385404083788,-0.039581527055116576,1.6105978789336304,-0.4175179360676375,-0.6545792777379317,-0.4252116742375158
2010-03-04,-1.8240723704053186,-0.23855223510332613,-1.467089502723722,0.23469270686685373,-0.4333481002676983,0.6627596104388034,-0.9046522648335087,-0.6545792777379317,-0.4252116742375158
2010-03-05,-1.8240723704053186,-0.045069250725990426,-1.3032221686330752,0.4960385404083788,-1.2471323515737005,0.47319195673983794,-0.9046522648335087,0.6643491177041696,-0.4252116742375158
2010-03-06,-1.8240723704053186,0.5998740305317952,-1.3851558356783986,2.1512288195047042,-0.9321190930036352,1.2314625715356995,-0.5798960456562613,0.6643491177041696,-0.4252116742375158
2010-03-07,-1.8240723704053186,-0.23855223510332613,-1.6309568368143688,1.4543065967273041,-0.5646036246718923,0.47319195673983794,-1.002079130586683,0.6643491177041696,-0.4252116742375158
2010-03-08,-1.8240723704053186,-0.4320352194806618,-1.6309568368143688,0.6702690961027289,-1.0371235125269904,0.28362430304087255,-1.0995059963398572,0.6643491177041696,-0.4252116742375158
2010-03-09,-1.8240723704053186,-1.141472828864226,-1.7948241709050157,0.32180798471402877,-1.3521367710970558,-0.2850786580560237,-1.4567378374348294,0.6643491177041696,-2.176083274039051
2010-03-10,-1.8240723704053186,-1.2059671569900046,-1.5490231697690453,0.6702690961027289,-0.9846213027653128,0.47319195673983794,-1.4892134593525541,0.6643491177041696,-2.176083274039051
2010-03-11,-1.8240723704053186,-0.7545068601095546,-1.7128905038596922,0.6702690961027289,-1.5883967150246048,-0.4746463117549891,-1.2618841059284809,0.6643491177041696,-0.4252116742375158
2010-03-12,-1.8240723704053186,-1.2704614851157832,-1.7128905038596922,1.105845485338604,-1.0371235125269904,0.6627596104388034,-1.521689081270279,0.6643491177041696,-2.176083274039051
2010-03-13,-1.8240723704053186,0.7288626867833523,-1.467089502723722,1.4543065967273041,-0.38084589050602075,-0.0955110043570583,-0.5149448018208117,0.6643491177041696,-0.4252116742375158
2010-03-14,-1.8240723704053186,-0.10956357885176898,-1.467089502723722,-0.2008836823690214,-1.3521367710970558,-0.6642139654539545,-0.9371278867512335,0.6643491177041696,-0.4252116742375158
2010-03-15,-1.8240723704053186,-0.6900125319837761,-1.5490231697690453,-0.11376840452184638,-1.2733834564545394,-0.2850786580560237,-1.2294084840107562,0.6643491177041696,-0.4252116742375158
2010-03-16,-1.8240723704053186,-1.4639444694931187,-1.7948241709050157,-0.37511423806337146,-0.8796168832419576,-0.6642139654539545,-1.4567378374348294,-0.6545792777379317,-2.176083274039051
2010-03-17,-1.8240723704053186,-0.8190011882353332,-1.5490231697690453,0.06046215117250368,-1.4046389808587334,-0.2850786580560237,-1.2943597278462058,0.6643491177041696,-2.176083274039051
2010-03-18,-1.8240723704053186,-0.30304656322910467,-1.3851558356783986,0.32180798471402877,-1.4571411906204108,-0.2850786580560237,-1.0345547525044076,0.6643491177041696,-0.4252116742375158
2010-03-19,-1.8240723704053186,0.019425077399788142,-1.3851558356783986,1.2800760410329541,-1.1158768271695068,0.28362430304087255,-0.872176642915784,0.6643491177041696,-0.4252116742375158
2010-03-20,-1.8240723704053186,-0.5610238757322189,-1.3032221686330752,-0.02665312667467135,-0.32834368074434317,0.47319195673983794,-0.7747497771626097,-0.6545792777379317,-0.4252116742375158
2010-03-21,-1.8240723704053186,-0.6900125319837761,-1.6309568368143688,0.32180798471402877,-1.2471323515737005,-0.0955110043570583,-1.2294084840107562,0.6643491177041696,-0.4252116742375158
2010-03-22,-1.8240723704053186,-1.6574274538704545,-1.7948241709050157,-0.6364600716048965,-1.6671500296671211,-1.2329169265508508,-1.7165428127766273,0.6643491177041696,-2.176083274039051
2010-03-23,-1.8240723704053186,-0.6900125319837761,-1.467089502723722,1.2800760410329541,-0.958370197884474,2.368868493729492,-1.2294084840107562,0.6643491177041696,-0.4252116742375158
2010-03-25,-1.8240723704053186,-0.49652954760644036,-1.467089502723722,0.32180798471402877,-0.8533657783611188,0.6627596104388034,-1.131981618257582,0.6643491177041696,-0.4252116742375158
2010-03-26,-1.8240723704053186,-0.9479898444868903,-1.876757837950339,1.367191318880129,-0.5646036246718923,2.368868493729492,-1.0670303744221326,-0.6545792777379317,-0.4252116742375158
2010-03-27,-1.8240723704053186,-0.10956357885176898,-0.7296864993158113,1.018730207491429,-0.5121014149102147,-0.0955110043570583,-0.9371278867512335,0.6643491177041696,-0.4252116742375158
2010-03-28,-1.8240723704053186,-0.4320352194806618,-1.876757837950339,1.2800760410329541,-0.8796168832419576,-0.6642139654539545,-1.0995059963398572,0.6643491177041696,-0.4252116742375158
2010-03-29,-1.8240723704053186,-0.8190011882353332,-2.040625172040986,0.40892326256120376,-1.3521367710970558,1.6105978789336304,-1.2943597278462058,0.6643491177041696,-2.176083274039051
2010-03-30,-1.8240723704053186,-1.2059671569900046,-1.7128905038596922,0.32180798471402877,-2.060916602879703,-0.85378161915292,-1.4892134593525541,0.6643491177041696,-2.176083274039051
2010-03-31,-1.8240723704053186,-0.30304656322910467,-1.7948241709050157,2.4125746530462293,-2.060916602879703,-0.4746463117549891,-1.0345547525044076,0.6643491177041696,-0.4252116742375158
2010-04-01,-1.8240723704053186,-0.23855223510332613,-1.7948241709050157,1.4543065967273041,-2.060916602879703,0.8523272641377687,-1.002079130586683,0.6643491177041696,-0.4252116742375158
2010-04-02,-1.8240723704053186,-0.36754089135488327,-1.876757837950339,0.1475774290196787,0.24918062663411003,0.28362430304087255,-0.06028609497266527,-0.6545792777379317,-0.4252116742375158
2010-04-03,-1.8240723704053186,-1.6574274538704545,-1.876757837950339,-0.9849211829935967,-2.060916602879703,-1.2329169265508508,-1.7165428127766273,0.6643491177041696,-2.176083274039051
2010-04-04,-1.8240723704053186,-1.5284387976188973,-2.2044925061316327,-0.02665312667467135,-2.060916602879703,-1.2329169265508508,-1.651591568941178,0.6643491177041696,-2.176083274039051
2010-04-05,-1.8240723704053186,0.019425077399788142,-1.6309568368143688,1.8027677081160043,-2.060916602879703,1.041894917836734,-0.872176642915784,0.6643491177041696,-0.4252116742375158
2010-04-06,-1.8240723704053186,0.4708853742802381,-1.467089502723722,1.9769982638103543,-2.060916602879703,1.9897331863315613,-0.6448472894917108,0.6643491177041696,-0.4252116742375158
2010-04-07,-1.8240723704053186,0.4708853742802381,-1.057421167497105,1.105845485338604,-0.4333481002676983,1.6105978789336304,-0.6448472894917108,0.6643491177041696,-0.4252116742375158
2010-04-08,-1.8240723704053186,0.14841373365134528,-0.9754875004517816,2.1512288195047042,0.616696094965853,1.9897331863315613,0.3943726118754812,-0.6545792777379317,1.3256599255640198
2010-04-09,-1.8240723704053186,-0.23855223510332613,-1.2212885015877517,1.4543065967273041,-1.3521367710970558,-0.2850786580560237,-1.002079130586683,0.6643491177041696,-0.4252116742375158
2010-04-10,-1.8240723704053186,-1.4639444694931187,-1.3851558356783986,0.32180798471402877,-1.194630141812023,-0.85378161915292,-1.6191159470234533,0.6643491177041696,-2.176083274039051
2010-04-11,-1.8240723704053186,-1.141472828864226,-1.3851558356783986,0.1475774290196787,-1.5096434003820884,-1.0433492728518854,-1.4567378374348294,0.6643491177041696,-2.176083274039051
2010-04-12,-1.8240723704053186,0.21290806177712385,-0.647752832270488,0.8444996517970789,0.039171787587399774,1.6105978789336304,-0.32009107031446327,-0.6545792777379317,-0.4252116742375158
2010-04-13,-1.8240723704053186,-0.36754089135488327,-0.8116201663611348,0.40892326256120376,0.039171787587399774,1.421030225234665,-0.32009107031446327,-0.6545792777379317,-0.4252116742375158
2010-04-14,-1.8240723704053186,0.4708853742802381,-0.8935538334064581,0.931614929644254,-0.5121014149102147,0.8523272641377687,-0.6448472894917108,0.6643491177041696,-0.4252116742375158
2010-04-15,-1.8240723704053186,0.4708853742802381,-1.1393548345424283,2.4125746530462293,-0.9846213027653128,0.47319195673983794,-0.6448472894917108,0.6643491177041696,-0.4252116742375158
2010-04-16,-1.8240723704053186,-1.592933125744676,-1.3032221686330752,0.06046215117250368,-0.958370197884474,-0.6642139654539545,-1.5541647031880037,-0.6545792777379317,-2.176083274039051
2010-04-17,-1.8240723704053186,-1.592933125744676,-1.3851558356783986,-0.2879989602161964,-1.3258856662162168,-0.85378161915292,-1.6840671908589027,0.6643491177041696,-2.176083274039051
2010-04-18,-1.8240723704053186,-1.7219217819962331,-1.467089502723722,-0.6364600716048965,-1.3521367710970558,-1.2329169265508508,-1.7490184346943523,0.6643491177041696,-2.176083274039051
2010-04-19,-1.8240723704053186,-1.7219217819962331,-2.2044925061316327,-0.46222951591054645,-1.5358945052629271,-1.2329169265508508,-1.7490184346943523,0.6643491177041696,-2.176083274039051
2010-04-20,-1.8240723704053186,-1.5284387976188973,-2.2044925061316327,-0.2008836823690214,-1.430890085739572,-0.85378161915292,-1.651591568941178,0.6643491177041696,-2.176083274039051
2010-04-21,-1.8240723704053186,-1.3994501413673404,-2.2044925061316327,-0.5493447937577215,-1.2733834564545394,-0.85378161915292,-1.5866403251057284,0.6643491177041696,-2.176083274039051
2010-04-22,-1.8240723704053186,-1.6574274538704545,-2.2044925061316327,0.40892326256120376,-1.4046389808587334,-0.4746463117549891,-1.7165428127766273,0.6643491177041696,-2.176083274039051
2010-04-23,-1.8240723704053186,-2.173382078876683,-2.2044925061316327,-0.6364600716048965,-1.4571411906204108,-0.85378161915292,-1.9763477881184255,0.6643491177041696,-2.176083274039051
2010-04-24,-1.8240723704053186,-2.044393422625126,-2.2044925061316327,-0.11376840452184638,-1.1158768271695068,-0.85378161915292,-1.7490184346943523,-0.6545792777379317,-2.176083274039051
2010-04-25,-1.8240723704053186,-0.8190011882353332,-2.2044925061316327,-0.2879989602161964,-0.6171058344335698,2.368868493729492,-1.131981618257582,-0.6545792777379317,-0.4252116742375158
2010-04-26,-1.8240723704053186,-0.30304656322910467,-2.2044925061316327,0.1475774290196787,-0.3020925758635044,2.368868493729492,-0.7422741552448849,-0.6545792777379317,-0.4252116742375158
2010-04-27,-1.8240723704053186,0.2774023899029024,-2.2044925061316327,0.06046215117250368,-0.6958591490760861,0.28362430304087255,-0.7422741552448849,0.6643491177041696,-0.4252116742375158
2010-04-28,-1.8240723704053186,-0.4320352194806618,-2.2044925061316327,-0.2879989602161964,-1.2733834564545394,-0.2850786580560237,-1.0995059963398572,0.6643491177041696,-0.4252116742375158
2010-04-29,-1.8240723704053186,-0.10956357885176898,-2.2044925061316327,0.40892326256120376,-0.4595992051485371,1.8001655326325958,-0.9371278867512335,0.6643491177041696,-0.4252116742375158
2010-04-30,-1.8240723704053186,0.8578513430349095,-2.2044925061316327,1.105845485338604,-0.958370197884474,1.421030225234665,-0.4499935579853623,0.6643491177041696,-0.4252116742375158
2010-05-01,-1.8240723704053186,-0.17405790697754756,-2.2044925061316327,-0.46222951591054645,-1.3258856662162168,-1.2329169265508508,-0.9696035086689583,0.6643491177041696,-0.4252116742375158
2010-05-02,-1.8240723704053186,-0.30304656322910467,-0.8935538334064581,-0.8978059051464216,-1.2471323515737005,-0.6642139654539545,-1.0345547525044076,0.6643491177041696,-0.4252116742375158
2010-05-03,-1.8240723704053186,-0.17405790697754756,-0.8935538334064581,-0.02665312667467135,-0.1445859465784717,0.28362430304087255,-0.5474204237385365,-0.6545792777379317,-0.4252116742375158
2010-05-04,-1.8240723704053186,-0.6255182038579975,-1.1393548345424283,-0.2008836823690214,-1.2471323515737005,-0.0955110043570583,-1.1969328620930315,0.6643491177041696,-0.4252116742375158
2010-05-05,-1.8240723704053186,-0.6255182038579975,-0.8935538334064581,-0.2879989602161964,-1.1421279320503455,-0.2850786580560237,-1.1969328620930315,0.6643491177041696,-0.4252116742375158
2010-05-06,-1.8240723704053186,-0.6255182038579975,-0.647752832270488,-0.37511423806337146,-1.5096434003820884,-1.0433492728518854,-1.1969328620930315,0.6643491177041696,-0.4252116742375158
2010-05-07,-1.8240723704053186,0.2774023899029024,-0.647752832270488,0.32180798471402877,-1.194630141812023,-0.0955110043570583,-0.7422741552448849,0.6643491177041696,-0.4252116742375158
2010-05-08,-1.8240723704053186,-0.36754089135488327,-0.8935538334064581,-0.46222951591054645,-1.3783878759778945,-1.422484580249816,-1.0670303744221326,0.6643491177041696,-0.4252116742375158
2010-05-12,-1.8240723704053186,-0.10956357885176898,-1.2212885015877517,1.8027677081160043,-1.2208812466928618,0.47319195673983794,-0.9371278867512335,0.6643491177041696,-0.4252116742375158
2010-05-13,-1.8240723704053186,-0.6900125319837761,-0.9754875004517816,0.931614929644254,-0.354594785625182,0.8523272641377687,-0.8072253990803345,-0.6545792777379317,-0.4252116742375158
2010-05-14,-1.8240723704053186,-0.23855223510332613,-1.2212885015877517,1.4543065967273041,-0.24959036610182683,1.8001655326325958,-0.6773229114094355,-0.6545792777379317,-0.4252116742375158
2010-05-15,-1.8240723704053186,-0.6900125319837761,-1.057421167497105,1.367191318880129,0.35418504615746516,1.8001655326325958,0.06961639269823372,-0.6545792777379317,-0.4252116742375158
2010-05-16,-1.8240723704053186,-0.4320352194806618,-1.2212885015877517,-0.02665312667467135,-0.354594785625182,-0.2850786580560237,-0.8072253990803345,-0.6545792777379317,-0.4252116742375158
2010-05-17,-1.8240723704053186,-0.49652954760644036,-0.9754875004517816,2.238344097351879,-1.2208812466928618,-0.0955110043570583,-1.131981618257582,0.6643491177041696,-0.4252116742375158
2010-05-18,-1.8240723704053186,-0.36754089135488327,-0.8116201663611348,1.367191318880129,-0.7483613588377637,1.6105978789336304,-1.0670303744221326,0.6643491177041696,-0.4252116742375158
2010-05-19,-1.8240723704053186,0.40639104615445953,-1.057421167497105,0.8444996517970789,0.012920682706560991,0.28362430304087255,-0.352566692232188,-0.6545792777379317,-0.4252116742375158
2010-05-20,-1.8240723704053186,-0.30304656322910467,-1.057421167497105,0.7573843739499039,-0.5646036246718923,0.8523272641377687,-1.0345547525044076,0.6643491177041696,-0.4252116742375158
2010-05-21,-1.8240723704053186,-0.6255182038579975,-1.057421167497105,0.6702690961027289,-0.4858503100293759,0.28362430304087255,-0.9696035086689583,-0.6545792777379317,-0.4252116742375158
2010-05-22,-1.8240723704053186,0.019425077399788142,-0.8935538334064581,1.8027677081160043,-0.6433569393144086,0.8523272641377687,-0.872176642915784,0.6643491177041696,-0.4252116742375158
2010-05-23,-1.8240723704053186,-0.36754089135488327,-1.057421167497105,-0.11376840452184638,-0.7483613588377637,1.2314625715356995,-1.0670303744221326,0.6643491177041696,-0.4252116742375158
2010-05-24,-1.8240723704053186,-0.5610238757322189,-0.9754875004517816,0.6702690961027289,-0.958370197884474,0.8523272641377687,-1.1644572401753066,0.6643491177041696,-0.4252116742375158
2010-05-25,-1.8240723704053186,-0.4320352194806618,-0.7296864993158113,0.40892326256120376,-0.9321190930036352,0.28362430304087255,-1.0995059963398572,0.6643491177041696,-0.4252116742375158
2010-05-27,-1.8240723704053186,-0.30304656322910467,-0.8116201663611348,1.8027677081160043,0.9054582486550796,2.368868493729492,0.7516044529704534,-0.6545792777379317,1.3256599255640198
2010-05-28,-1.8240723704053186,0.341896718028681,-0.4838854981798411,1.7156524302688292,-1.430890085739572,1.6105978789336304,-0.7097985333271603,0.6643491177041696,-0.4252116742375158
2010-05-29,-1.8240723704053186,-0.5610238757322189,-0.8935538334064581,0.06046215117250368,-1.3258856662162168,-0.4746463117549891,-1.1644572401753066,0.6643491177041696,-0.4252116742375158
2010-05-30,-1.8240723704053186,-0.23855223510332613,-1.057421167497105,1.018730207491429,-0.38084589050602075,-0.0955110043570583,-0.8397010209980592,-0.6545792777379317,-0.4252116742375158
2010-05-31,-1.8240723704053186,-0.4320352194806618,-0.8935538334064581,0.32180798471402877,-1.4046389808587334,-0.2850786580560237,-1.0995059963398572,0.6643491177041696,-0.4252116742375158
2010-06-01,-1.8240723704053186,-0.49652954760644036,-0.5658191652251645,0.4960385404083788,-1.2471323515737005,0.6627596104388034,-1.131981618257582,0.6643491177041696,-0.4252116742375158
2010-06-02,-1.8240723704053186,-0.30304656322910467,-1.057421167497105,1.105845485338604,0.38043615103830397,1.8001655326325958,0.10209201461595847,-0.6545792777379317,-0.4252116742375158
2010-06-03,-1.8240723704053186,0.5998740305317952,-0.647752832270488,0.7573843739499039,-0.6171058344335698,1.041894917836734,-0.5798960456562613,0.6643491177041696,-0.4252116742375158
2010-06-04,-1.8240723704053186,-0.23855223510332613,-0.7296864993158113,0.5831538182555538,-1.2733834564545394,0.47319195673983794,-1.002079130586683,0.6643491177041696,-0.4252116742375158
2010-06-05,-1.8240723704053186,-0.36754089135488327,-0.9754875004517816,0.8444996517970789,0.22292952175327124,0.8523272641377687,-0.09276171689039002,-0.6545792777379317,-0.4252116742375158
2010-06-06,-1.8240723704053186,-0.23855223510332613,-0.7296864993158113,1.5414218745744792,-0.958370197884474,1.6105978789336304,-1.002079130586683,0.6643491177041696,-0.4252116742375158
2010-06-07,-1.8240723704053186,0.4708853742802381,-0.8935538334064581,0.8444996517970789,-0.6958591490760861,0.8523272641377687,-0.6448472894917108,0.6643491177041696,-0.4252116742375158
2010-06-09,-1.8240723704053186,-0.5610238757322189,-0.5658191652251645,0.5831538182555538,-0.8796168832419576,1.6105978789336304,-1.1644572401753066,0.6643491177041696,-0.4252116742375158
